"Mon Oct 22 07:41:19 +0000 2012\t101860094\ten\tOrange juice &amp; game of thrones... #gameofthrones #instaphotography #books #instagood #like #likethis #webtag http://t.co/2SJnqm6z"
"Mon Oct 22 22:05:34 +0000 2012\t363719660\ten\tJust finished #thedarktower series besides #gameofthrones the best books I've read!"
"Tue Oct 23 22:16:54 +0000 2012\t272566903\ten\tI just read the first 4 books of A Song of Ice and Fire/ #gameofthrones   I think my brain needs to decompress before I tackle the next one"
"Wed Oct 24 06:32:02 +0000 2012\t43913450\ten\tA Storm of Swords is fucked up lol. This was my face throughout the latter half of the book: @.@ #gameofthrones #books #songoficeandfire"
